Transaction ID,Date,Time,Store ID,Product Name,Category,Subcategory,Quantity Sold,Price per Unit,Total Sales,Discount,Payment Method,Customer ID,Age,Gender,Income Level,Location,Loyalty Program,Purchase Frequency
T0060,2024-03-04,15:43:33,S003,Sports Apparel 606,Sports and Outdoors,Sports Apparel,5,22040.55,110202.75,8270.53,Credit Card,C0059,50,Female,"100,000+",Hyderabad,Yes,Medium
T0030,2024-02-23,20:18:21,S003,Bluetooth Speakers 933,Electronics,Bluetooth Speakers,5,10692.35,53461.75,12453.24,Mobile Payment,C0032,27,Female,"50,000-74,999",Hyderabad,No,High
T0043,2024-03-07,20:09:23,S005,Water Bottles 158,Sports and Outdoors,Water Bottles,5,12491.24,62456.2,4407.67,Debit Card,C0018,57,Female,"75,000-99,999",Bangalore,No,Medium
T0034,2024-02-17,08:18:26,S005,Vacuum Cleaners 945,Home Appliances,Vacuum Cleaners,4,70656.21,282624.84,38185.53,Credit Card,C0035,47,Male,"<25,000",Mumbai,Yes,Low
T0013,2024-07-06,15:26:16,S002,Yoga Accessories 895,Health and Wellness,Yoga Accessories,4,44870.55,179482.2,16675.95,Mobile Payment,C002,57,Male,"100,000+",Mumbai,No,High
T0090,2024-03-22,21:10:14,S001,Health Monitors 470,Health and Wellness,Health Monitors,4,90644.79,362579.16,43176.47,Cash,C0045,23,Female,"75,000-99,999",Hyderabad,No,Low
T002,2024-02-12,04:52:35,S002,Vinyl Records 642,Books and Media,Vinyl Records,4,48107.08,192428.32,26454.86,Credit Card,C0022,22,Male,"<25,000",Mumbai,No,Medium
T004,2024-05-05,21:12:54,S004,Shoes 812,Fashion and Accessories,Shoes,4,87823.27,351293.08,88305.6,Credit Card,C0097,45,Male,"50,000-74,999",Hyderabad,No,Medium
T0013,2024-02-17,05:22:05,S004,Sports Apparel 624,Sports and Outdoors,Sports Apparel,3,90127.28,270381.84,65018.85,Debit Card,C0063,54,Male,"50,000-74,999",Mumbai,Yes,Medium
T0070,2024-02-06,21:54:53,S005,Hiking Boots 891,Sports and Outdoors,Hiking Boots,2,1264.25,2528.5,28.65,Credit Card,C0030,55,Female,"75,000-99,999",Delhi,Yes,High
T0075,2024-02-13,13:01:04,S003,Gaming Consoles 497,Electronics,Gaming Consoles,3,12324.21,36972.63,1285.08,Mobile Payment,C0075,36,Female,"50,000-74,999",Mumbai,No,Low
T0059,2024-04-08,01:17:13,S002,Skincare Products 815,Health and Wellness,Skincare Products,5,89320.69,446603.45,118879.1,Cash,C0075,71,Female,"50,000-74,999",Delhi,No,High
T0054,2024-06-15,18:34:52,S003,Headphones 363,Electronics,Headphones,5,24314.12,121570.6,32973.25,Mobile Payment,C0077,71,Male,"25,000-49,999",Mumbai,Yes,Low
T0097,2024-05-05,00:58:30,S003,Washing Machines 505,Home Appliances,Washing Machines,3,3940.59,11821.77,500.14,Cash,C0095,23,Male,"100,000+",Mumbai,Yes,Low
T0034,2024-07-10,02:11:16,S004,Watches 722,Fashion and Accessories,Watches,1,7539.51,7539.51,651.9,Debit Card,C0070,33,Male,"25,000-49,999",Delhi,No,Medium
T0062,2024-01-25,14:34:32,S001,Yoga Accessories 291,Health and Wellness,Yoga Accessories,1,2419.43,2419.43,662.5,Debit Card,C0049,31,Female,"25,000-49,999",Mumbai,No,Low
T0016,2024-01-07,02:40:36,S004,Belts 852,Fashion and Accessories,Belts,2,54385.72,108771.44,26282.8,Credit Card,C0063,57,Female,"25,000-49,999",Mumbai,No,Low
T0061,2024-02-28,23:57:40,S001,Massage Devices 492,Health and Wellness,Massage Devices,1,87363.35,87363.35,2158.95,Mobile Payment,C0091,27,Male,"100,000+",Chennai,No,Medium
T0055,2024-03-19,03:16:01,S003,Camping Gear 751,Sports and Outdoors,Camping Gear,2,40579.61,81159.22,13064.2,Mobile Payment,C0083,50,Male,"<25,000",Bangalore,Yes,Medium
T0022,2024-04-10,11:15:18,S005,Refrigerators 477,Home Appliances,Refrigerators,2,34387.13,68774.26,12492.49,Credit Card,C0022,26,Male,"75,000-99,999",Chennai,No,Low
T0050,2024-05-13,22:03:48,S002,DVDs 638,Books and Media,DVDs,2,74191.52,148383.04,20534.41,Mobile Payment,C0098,40,Male,"100,000+",Mumbai,No,High
T0040,2024-07-14,23:36:15,S001,Massage Devices 350,Health and Wellness,Massage Devices,2,63130.03,126260.06,33599.45,Cash,C0039,55,Male,"75,000-99,999",Mumbai,No,Medium
T009,2024-02-13,21:05:51,S004,Massage Devices 680,Health and Wellness,Massage Devices,1,71282.13,71282.13,16794.31,Mobile Payment,C0033,63,Female,"75,000-99,999",Delhi,No,Medium
T003,2024-03-23,04:16:09,S004,Health Monitors 402,Health and Wellness,Health Monitors,3,70982.24,212946.72,6648.57,Mobile Payment,C0010,65,Female,"50,000-74,999",Bangalore,No,High
T0064,2024-06-02,18:05:54,S004,Fiction Books 140,Books and Media,Fiction Books,3,63723.3,191169.9,3974.85,Mobile Payment,C0087,75,Male,"25,000-49,999",Hyderabad,Yes,High
T0014,2024-03-02,12:09:05,S002,Health Monitors 801,Health and Wellness,Health Monitors,1,35324.16,35324.16,3716.89,Cash,C0030,27,Male,"75,000-99,999",Bangalore,Yes,High
T009,2024-05-01,17:49:03,S004,DVDs 980,Books and Media,DVDs,2,41565.42,83130.84,11643.87,Mobile Payment,C0065,81,Male,"100,000+",Hyderabad,Yes,Medium
T0054,2024-01-16,23:42:07,S004,Laptops 161,Electronics,Laptops,3,51877.74,155633.22,7547.08,Cash,C0026,32,Male,"100,000+",Delhi,Yes,High
T0061,2024-01-09,18:56:00,S005,Treadmills 546,Sports and Outdoors,Treadmills,2,96838.67,193677.34,32682.99,Debit Card,C0011,47,Female,"<25,000",Bangalore,Yes,Medium
T0076,2024-04-19,23:04:49,S005,Bluetooth Speakers 507,Electronics,Bluetooth Speakers,2,59662.37,119324.74,11967.2,Mobile Payment,C0043,34,Female,"50,000-74,999",Chennai,No,High
T0082,2024-02-25,10:19:12,S002,Vacuum Cleaners 576,Home Appliances,Vacuum Cleaners,2,46540.52,93081.04,19070.07,Mobile Payment,C0041,63,Female,"<25,000",Bangalore,No,Medium
T0034,2024-07-05,14:16:28,S005,Essential Oils 623,Health and Wellness,Essential Oils,2,82798.63,165597.26,41381.28,Debit Card,C007,35,Female,"25,000-49,999",Hyderabad,No,Medium
T0035,2024-03-31,00:07:17,S002,Headphones 615,Electronics,Headphones,5,79177.38,395886.9,11474.64,Mobile Payment,C0039,46,Female,"100,000+",Delhi,No,High
T0056,2024-06-01,08:38:05,S002,Sunglasses 537,Fashion and Accessories,Sunglasses,3,34007.58,102022.74,20301.2,Cash,C004,65,Female,"<25,000",Chennai,Yes,Medium
T0074,2024-02-10,12:39:33,S002,Hats 928,Fashion and Accessories,Hats,5,98911.73,494558.65,1845.29,Debit Card,C0050,51,Male,"25,000-49,999",Bangalore,No,High
T0044,2024-02-14,10:11:43,S003,Magazines 269,Books and Media,Magazines,2,1486.59,2973.18,146.82,Credit Card,C0028,46,Male,"25,000-49,999",Mumbai,Yes,Medium
T003,2024-01-13,18:40:23,S005,Gaming Consoles 342,Electronics,Gaming Consoles,5,88177.92,440889.6,4693.22,Cash,C0050,62,Female,"100,000+",Mumbai,Yes,Low
T0013,2024-01-16,17:50:59,S004,Supplements 555,Health and Wellness,Supplements,2,28890.56,57781.12,6778.98,Debit Card,C0031,55,Female,"<25,000",Hyderabad,Yes,Medium
T0037,2024-05-16,07:40:56,S005,Laptops 942,Electronics,Laptops,3,96715.66,290146.98,55731.93,Mobile Payment,C001,43,Female,"50,000-74,999",Bangalore,No,Low
T0081,2024-05-23,06:02:46,S002,Health Monitors 392,Health and Wellness,Health Monitors,1,40993.66,40993.66,3577.37,Cash,C0060,81,Male,"100,000+",Bangalore,Yes,Low
T004,2024-06-29,21:25:21,S001,Blenders 881,Home Appliances,Blenders,1,11809.73,11809.73,843.89,Cash,C0087,44,Male,"25,000-49,999",Delhi,No,Low
T0075,2024-05-13,21:31:52,S002,Skincare Products 782,Health and Wellness,Skincare Products,4,82106.39,328425.56,23797.92,Mobile Payment,C001,26,Female,"50,000-74,999",Bangalore,Yes,High
T0012,2024-03-04,16:39:11,S003,Headphones 846,Electronics,Headphones,4,2326.98,9307.92,337.04,Credit Card,C0094,45,Female,"25,000-49,999",Mumbai,No,Medium
T0099,2024-01-17,13:06:49,S002,Dishwashers 915,Home Appliances,Dishwashers,5,33312.69,166563.45,22013.76,Credit Card,C0038,62,Male,"50,000-74,999",Bangalore,Yes,High
T0052,2024-01-26,00:46:05,S004,Smartphones 209,Electronics,Smartphones,3,1084.57,3253.71,497.42,Mobile Payment,C0019,25,Male,"100,000+",Hyderabad,No,Low
T0089,2024-03-24,07:40:32,S004,Haircare Products 666,Health and Wellness,Haircare Products,1,94253.21,94253.21,11280.78,Credit Card,C0025,82,Male,"50,000-74,999",Bangalore,Yes,Low
T0015,2024-01-04,20:19:47,S001,Vacuum Cleaners 350,Home Appliances,Vacuum Cleaners,3,45604.65,136813.95,1076.81,Credit Card,C0089,68,Male,"50,000-74,999",Delhi,Yes,Low
T0039,2024-06-05,15:10:43,S004,Handbags 176,Fashion and Accessories,Handbags,2,45927.34,91854.68,22623.98,Debit Card,C0041,65,Male,"50,000-74,999",Chennai,Yes,Low
T0042,2024-03-26,04:41:28,S004,Laptops 703,Electronics,Laptops,1,48392.44,48392.44,8630.16,Debit Card,C0077,61,Female,"25,000-49,999",Hyderabad,No,High
T0074,2024-03-27,19:37:27,S004,Digital Cameras 707,Electronics,Digital Cameras,3,13213.04,39639.12,9844.92,Debit Card,C0014,27,Female,"25,000-49,999",Delhi,Yes,High
T0069,2024-03-07,04:19:11,S001,Belts 456,Fashion and Accessories,Belts,1,28295.37,28295.37,2851.89,Cash,C0032,24,Male,"25,000-49,999",Hyderabad,Yes,High
T003,2024-04-02,17:32:32,S001,Gaming Consoles 821,Electronics,Gaming Consoles,5,32603.02,163015.1,36117.17,Cash,C0019,70,Female,"<25,000",Bangalore,Yes,Medium
T0089,2024-04-14,17:47:13,S005,Vinyl Records 555,Books and Media,Vinyl Records,3,76339.84,229019.52,52631.7,Mobile Payment,C0099,29,Female,"25,000-49,999",Chennai,No,Low
T0029,2024-07-10,00:28:39,S004,Supplements 986,Health and Wellness,Supplements,2,77712.13,155424.26,13775.75,Mobile Payment,C0069,80,Female,"50,000-74,999",Delhi,Yes,High
T0090,2024-06-19,00:30:09,S005,Hiking Boots 586,Sports and Outdoors,Hiking Boots,5,62191.97,310959.85,84478.16,Credit Card,C0038,23,Male,"<25,000",Hyderabad,No,High
T0034,2024-02-20,11:33:26,S005,Comic Books 449,Books and Media,Comic Books,4,4639.77,18559.08,1570.74,Cash,C007,30,Male,"50,000-74,999",Mumbai,Yes,High
T0084,2024-06-19,05:16:32,S005,Protein Powders 240,Health and Wellness,Protein Powders,1,68546.67,68546.67,19852.2,Cash,C0016,49,Male,"100,000+",Bangalore,Yes,Low
T0038,2024-05-31,17:39:24,S004,Gaming Consoles 835,Electronics,Gaming Consoles,2,44628.44,89256.88,2246.42,Mobile Payment,C0050,71,Female,"50,000-74,999",Delhi,No,Medium
T0094,2024-06-22,21:46:25,S003,Blenders 418,Home Appliances,Blenders,1,32894.22,32894.22,3724.53,Cash,C0074,32,Male,"25,000-49,999",Bangalore,No,High
T0093,2024-06-20,14:23:44,S005,Handbags 537,Fashion and Accessories,Handbags,3,23021.03,69063.09,11344.81,Credit Card,C0059,56,Female,"100,000+",Delhi,Yes,High
T0072,2024-06-26,01:58:59,S003,DVDs 883,Books and Media,DVDs,2,96549.95,193099.9,43288.1,Debit Card,C0069,36,Female,"50,000-74,999",Hyderabad,No,High
T0078,2024-06-17,15:44:41,S005,Running Shoes 930,Sports and Outdoors,Running Shoes,4,68593.04,274372.16,5842.8,Debit Card,C0071,65,Male,"<25,000",Delhi,Yes,Low
T0027,2024-07-02,13:16:33,S001,Essential Oils 216,Health and Wellness,Essential Oils,4,6802.31,27209.24,2234.84,Credit Card,C0052,50,Male,"50,000-74,999",Bangalore,Yes,High
T0059,2024-01-08,07:13:28,S003,Water Bottles 404,Sports and Outdoors,Water Bottles,5,96178.85,480894.25,26845.43,Mobile Payment,C0080,58,Male,"<25,000",Chennai,No,Medium
T0087,2024-02-15,07:19:46,S005,Printers 699,Electronics,Printers,1,97904.27,97904.27,505.72,Mobile Payment,C0040,39,Male,"<25,000",Bangalore,Yes,Low
T0083,2024-04-10,15:46:05,S003,Dishwashers 170,Home Appliances,Dishwashers,5,1822.16,9110.8,490.3,Cash,C0071,62,Female,"75,000-99,999",Mumbai,No,Medium
T0061,2024-02-08,10:01:44,S002,Microwave Ovens 861,Home Appliances,Microwave Ovens,3,51569.22,154707.66,6442.58,Mobile Payment,C0075,35,Male,"100,000+",Hyderabad,No,Medium
T003,2024-04-25,23:12:16,S001,Dumbbells 471,Sports and Outdoors,Dumbbells,1,98927.35,98927.35,25390.82,Debit Card,C0050,32,Female,"100,000+",Delhi,No,Medium
T0088,2024-01-11,03:54:18,S003,Dumbbells 758,Sports and Outdoors,Dumbbells,5,72532.33,362661.65,32024.6,Cash,C0095,57,Male,"50,000-74,999",Hyderabad,No,Low
T0044,2024-04-18,01:03:30,S001,Electric Kettles 956,Home Appliances,Electric Kettles,4,7533.13,30132.52,80.54,Mobile Payment,C0030,37,Male,"50,000-74,999",Mumbai,Yes,High
T008,2024-02-17,13:32:55,S002,Treadmills 174,Sports and Outdoors,Treadmills,5,58255.91,291279.55,78346.74,Debit Card,C0052,73,Male,"100,000+",Delhi,No,Low
T0099,2024-02-09,02:12:13,S001,Running Shoes 588,Sports and Outdoors,Running Shoes,5,11057.51,55287.55,2741.78,Cash,C0068,67,Male,"100,000+",Mumbai,No,Low
T0010,2024-03-17,08:14:16,S002,Jackets 630,Fashion and Accessories,Jackets,4,8721.7,34886.8,3868.23,Debit Card,C0047,32,Female,"75,000-99,999",Hyderabad,No,Low
T00100,2024-06-24,01:14:00,S005,Skincare Products 664,Health and Wellness,Skincare Products,1,39686.13,39686.13,367.5,Mobile Payment,C0026,27,Female,"100,000+",Bangalore,Yes,Medium
T0013,2024-01-03,07:24:17,S005,Printers 327,Electronics,Printers,2,64539.47,129078.94,11042.4,Cash,C0081,69,Female,"75,000-99,999",Mumbai,Yes,High
T0048,2024-03-27,17:28:43,S002,CDs 815,Books and Media,CDs,1,37394.57,37394.57,1073.06,Debit Card,C0057,74,Female,"25,000-49,999",Delhi,Yes,Medium
T0097,2024-04-17,16:08:27,S005,Fitness Trackers 397,Sports and Outdoors,Fitness Trackers,5,52986.55,264932.75,17763.97,Cash,C0019,60,Female,"75,000-99,999",Bangalore,No,Low
T004,2024-06-06,18:06:17,S003,Printers 185,Electronics,Printers,2,8565.68,17131.36,2969.43,Mobile Payment,C0083,26,Male,"<25,000",Mumbai,No,Low
T0075,2024-02-25,05:42:36,S002,Digital Cameras 350,Electronics,Digital Cameras,3,2749.66,8248.98,1356.42,Credit Card,C0011,26,Male,"<25,000",Delhi,No,Low
T0014,2024-04-04,20:55:02,S005,Laptops 830,Electronics,Laptops,1,30032.86,30032.86,7555.95,Credit Card,C0088,33,Male,"<25,000",Chennai,No,High
T0017,2024-02-02,03:07:40,S003,Laptops 336,Electronics,Laptops,3,90989.95,272969.85,62645.13,Credit Card,C0052,35,Female,"<25,000",Chennai,No,High
T0024,2024-07-07,00:40:48,S001,Yoga Mats 200,Sports and Outdoors,Yoga Mats,3,44263.09,132789.27,18569.9,Cash,C0035,84,Female,"75,000-99,999",Mumbai,No,High
T0019,2024-07-10,08:04:34,S001,Microwave Ovens 992,Home Appliances,Microwave Ovens,3,78740.71,236222.13,66349.5,Credit Card,C0023,28,Female,"75,000-99,999",Chennai,No,Medium
T0039,2024-03-15,13:49:20,S002,Vitamins 432,Health and Wellness,Vitamins,3,49592.19,148776.57,36902.34,Debit Card,C0087,32,Female,"25,000-49,999",Delhi,Yes,Medium
T0053,2024-02-19,21:09:56,S001,Microwave Ovens 113,Home Appliances,Microwave Ovens,4,67715.28,270861.12,60834.43,Debit Card,C0097,65,Female,"100,000+",Mumbai,No,Medium
T0045,2024-04-26,23:00:57,S002,Vinyl Records 860,Books and Media,Vinyl Records,2,59624.41,119248.82,14581.68,Cash,C001,66,Female,"100,000+",Hyderabad,Yes,High
T0058,2024-04-20,10:56:28,S001,Belts 254,Fashion and Accessories,Belts,1,70845.13,70845.13,8497.7,Credit Card,C0078,25,Female,"50,000-74,999",Bangalore,No,Low
T0083,2024-01-04,00:40:22,S001,Camping Gear 528,Sports and Outdoors,Camping Gear,1,76926.41,76926.41,17747.41,Mobile Payment,C0020,37,Female,"50,000-74,999",Mumbai,Yes,High
T0046,2024-07-18,19:07:38,S003,Dishwashers 641,Home Appliances,Dishwashers,2,97755.41,195510.82,33884.12,Credit Card,C0077,77,Female,"25,000-49,999",Bangalore,Yes,High
T0076,2024-06-12,22:14:35,S002,Refrigerators 381,Home Appliances,Refrigerators,5,76247.81,381239.05,88383.44,Mobile Payment,C0040,81,Female,"100,000+",Mumbai,Yes,Medium
T0021,2024-05-01,20:55:54,S002,Microwave Ovens 791,Home Appliances,Microwave Ovens,5,19144.67,95723.35,17660.95,Cash,C0029,82,Male,"50,000-74,999",Mumbai,Yes,Medium
T0090,2024-06-03,09:19:03,S002,Microwave Ovens 897,Home Appliances,Microwave Ovens,2,1676.73,3353.46,148.55,Debit Card,C0040,41,Female,"<25,000",Mumbai,Yes,High
T005,2024-02-24,04:23:06,S005,Skincare Products 865,Health and Wellness,Skincare Products,4,49420.76,197683.04,10532.43,Credit Card,C0077,23,Female,"75,000-99,999",Chennai,No,Low
T0062,2024-02-26,16:07:08,S004,Gloves 371,Fashion and Accessories,Gloves,3,23832.64,71497.92,20820.92,Credit Card,C0061,73,Male,"50,000-74,999",Hyderabad,No,Low
T0021,2024-02-01,05:51:56,S004,Laptops 264,Electronics,Laptops,3,89064.72,267194.16,58710.38,Credit Card,C0059,82,Female,"100,000+",Chennai,No,Low
T0060,2024-04-02,18:30:05,S005,Air Purifiers 271,Home Appliances,Air Purifiers,4,8014.18,32056.72,1221.01,Mobile Payment,C0098,21,Male,"50,000-74,999",Chennai,Yes,Low
T0038,2024-04-02,20:14:56,S002,Washing Machines 238,Home Appliances,Washing Machines,1,42382.29,42382.29,4511.0,Cash,C0080,80,Male,"75,000-99,999",Bangalore,No,Low
T0064,2024-02-16,18:18:12,S005,Vacuum Cleaners 319,Home Appliances,Vacuum Cleaners,3,28581.71,85745.13,5157.96,Credit Card,C0082,84,Male,"100,000+",Hyderabad,No,Medium
T0014,2024-07-15,00:14:39,S005,Fiction Books 896,Books and Media,Fiction Books,1,90074.75,90074.75,23335.62,Credit Card,C0095,40,Male,"<25,000",Delhi,Yes,Medium
T0026,2024-01-11,16:45:55,S004,Comic Books 722,Books and Media,Comic Books,4,33009.8,132039.2,34335.13,Credit Card,C0021,79,Female,"75,000-99,999",Bangalore,Yes,Medium
T007,2024-02-09,23:11:15,S002,Gloves 420,Fashion and Accessories,Gloves,5,17185.92,85929.6,2098.5,Mobile Payment,C0078,79,Female,"<25,000",Delhi,Yes,Medium
T0035,2024-07-06,02:51:16,S005,Blenders 751,Home Appliances,Blenders,1,54456.75,54456.75,2808.85,Mobile Payment,C0076,73,Female,"25,000-49,999",Mumbai,Yes,High
T0012,2024-06-03,11:21:29,S005,Blenders 713,Home Appliances,Blenders,1,77456.63,77456.63,4303.36,Cash,C0067,34,Male,"75,000-99,999",Bangalore,Yes,High
T0027,2024-05-23,13:27:04,S004,Supplements 815,Health and Wellness,Supplements,5,22898.82,114494.1,34216.64,Cash,C0057,74,Female,"25,000-49,999",Chennai,No,Medium
T0017,2024-07-05,17:11:46,S004,Camping Gear 474,Sports and Outdoors,Camping Gear,3,7220.06,21660.18,5892.68,Mobile Payment,C0050,70,Female,"75,000-99,999",Delhi,Yes,Medium
T0093,2024-06-12,15:52:13,S004,Headphones 614,Electronics,Headphones,2,86223.67,172447.34,9120.83,Cash,C0097,84,Female,"75,000-99,999",Hyderabad,No,High
T0066,2024-07-15,06:06:41,S002,Massage Devices 111,Health and Wellness,Massage Devices,5,2817.92,14089.6,994.28,Mobile Payment,C0067,28,Male,"<25,000",Mumbai,No,High
T0082,2024-05-02,16:14:16,S001,Bicycles 933,Sports and Outdoors,Bicycles,3,60109.6,180328.8,38977.53,Mobile Payment,C0038,34,Male,"25,000-49,999",Chennai,No,Medium
T0037,2024-01-05,12:28:20,S003,Wearable Devices 967,Electronics,Wearable Devices,5,2911.89,14559.45,1639.53,Credit Card,C0014,81,Male,"75,000-99,999",Delhi,No,High
T0082,2024-06-08,20:50:48,S004,Water Heaters 233,Home Appliances,Water Heaters,4,98065.67,392262.68,2287.13,Debit Card,C0037,62,Male,"50,000-74,999",Bangalore,No,Medium
T0080,2024-06-29,19:27:25,S002,Yoga Accessories 914,Health and Wellness,Yoga Accessories,5,12810.58,64052.9,14149.95,Mobile Payment,C0027,80,Male,"25,000-49,999",Delhi,No,Low
T0082,2024-03-18,10:26:23,S001,Watches 842,Fashion and Accessories,Watches,1,35916.97,35916.97,9423.79,Mobile Payment,C0029,59,Female,"100,000+",Hyderabad,Yes,Low
T0069,2024-01-23,12:40:23,S002,Magazines 785,Books and Media,Magazines,3,92804.68,278414.04,18457.54,Mobile Payment,C0094,67,Female,"100,000+",Bangalore,Yes,High
T0042,2024-03-06,04:22:51,S002,Dumbbells 833,Sports and Outdoors,Dumbbells,2,85938.97,171877.94,27912.06,Credit Card,C0091,41,Male,"75,000-99,999",Hyderabad,Yes,Medium
T009,2024-06-04,18:06:27,S001,Headphones 826,Electronics,Headphones,5,85353.97,426769.85,112130.01,Cash,C0018,51,Male,"100,000+",Bangalore,No,High
T0040,2024-03-07,01:57:58,S003,Gaming Consoles 907,Electronics,Gaming Consoles,1,50307.17,50307.17,1171.7,Credit Card,C0018,68,Male,"<25,000",Mumbai,No,Medium
